ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2013-06-14,20806.61931748669,26181.625280133954,29159.76872333831,20806.61931748669,20806.61931748669,6896.047928334564,6896.047928334564,6896.047928334564,1458.305439338578,1458.305439338578,1458.305439338578,5437.742488995986,5437.742488995986,5437.742488995986,0.0,0.0,0.0,27702.667245821252
2013-06-15,20797.431910859556,28029.5168602677,31006.223640319764,20797.431910859556,20797.431910859556,8690.857640916183,8690.857640916183,8690.857640916183,3206.899342094264,3206.899342094264,3206.899342094264,5483.958298821919,5483.958298821919,5483.958298821919,0.0,0.0,0.0,29488.28955177574
2013-06-16,20788.24450423242,29833.01863847163,32683.373326847344,20788.24450423242,20788.24450423242,10474.7954775532,10474.7954775532,10474.7954775532,4943.097724837321,4943.097724837321,4943.097724837321,5531.697752715879,5531.697752715879,5531.697752715879,0.0,0.0,0.0,31263.039981785623
2013-06-17,20779.05709760529,19308.891756654833,22358.805938788086,20779.05709760529,20779.05709760529,150.1528642164755,150.1528642164755,150.1528642164755,-5431.229212139808,-5431.229212139808,-5431.229212139808,5581.3820763562835,5581.3820763562835,5581.3820763562835,0.0,0.0,0.0,20929.209961821765
2013-06-18,20769.869690978157,22889.475841571035,25910.009505356626,20769.869690978157,20769.869690978157,3638.585284232604,3638.585284232604,3638.585284232604,-1994.8450708562707,-1994.8450708562707,-1994.8450708562707,5633.430355088874,5633.430355088874,5633.430355088874,0.0,0.0,0.0,24408.454975210763
2013-06-19,20760.682284351024,23099.17308025924,26150.312576705055,20760.682284351024,20760.682284351024,3760.538623908969,3760.538623908969,3760.538623908969,-1927.7129660482324,-1927.7129660482324,-1927.7129660482324,5688.251589957201,5688.251589957201,5688.251589957201,0.0,0.0,0.0,24521.22090825999
2013-06-20,20751.49487772389,24734.484513329582,27775.310798976836,20751.49487772389,20751.49487772389,5491.720281462883,5491.720281462883,5491.720281462883,-254.51525718848745,-254.51525718848745,-254.51525718848745,5746.23553865137,5746.23553865137,5746.23553865137,0.0,0.0,0.0,26243.215159186773
2013-06-21,20742.30747109676,26552.42970434871,29476.260504358834,20742.30747109676,20742.30747109676,7266.047851252094,7266.047851252094,7266.047851252094,1458.3054393296409,1458.3054393296409,1458.3054393296409,5807.742411922453,5807.742411922453,5807.742411922453,0.0,0.0,0.0,28008.355322348852
2013-06-22,20733.120064469626,28365.517677979027,31412.38906744515,20733.120064469626,20733.120064469626,9079.990900072587,9079.990900072587,9079.990900072587,3206.8993420772504,3206.8993420772504,3206.8993420772504,5873.091557995337,5873.091557995337,5873.091557995337,0.0,0.0,0.0,29813.11096454221
2013-06-23,20723.932657842495,29980.95245345349,32991.356577485574,20723.932657842495,20723.932657842495,10885.647055043348,10885.647055043348,10885.647055043348,4943.097724840326,4943.097724840326,4943.097724840326,5942.549330203022,5942.549330203022,5942.549330203022,0.0,0.0,0.0,31609.579712885843
2013-06-24,20714.74525121536,19925.85681661313,22815.410256370546,20714.74525121536,20714.74525121536,585.0871818520889,585.0871818520889,585.0871818520889,-5431.229212135063,-5431.229212135063,-5431.229212135063,6016.316393987152,6016.316393987152,6016.316393987152,0.0,0.0,0.0,21299.83243306745
2013-06-25,20705.55784458823,23257.437320162375,26315.14489034145,20705.55784458823,20705.55784458823,4099.669715158391,4099.669715158391,4099.669715158391,-1994.845070864097,-1994.845070864097,-1994.845070864097,6094.514786022488,6094.514786022488,6094.514786022488,0.0,0.0,0.0,24805.22755974662
2013-06-26,20714.51795851781,23432.257319487424,26315.298562174772,20714.51795851781,20714.51795851781,4249.462122040676,4249.462122040676,4249.462122040676,-1927.7129660438327,-1927.7129660438327,-1927.7129660438327,6177.175088084508,6177.175088084508,6177.175088084508,0.0,0.0,0.0,24963.980080558485
2013-06-27,20723.47807244739,25388.965090293048,28245.667671944335,20723.47807244739,20723.47807244739,6009.70886181101,6009.70886181101,6009.70886181101,-254.5152572080312,-254.5152572080312,-254.5152572080312,6264.224119019042,6264.224119019042,6264.224119019042,0.0,0.0,0.0,26733.1869342584
2013-06-28,20732.438186376967,27095.926806215408,29983.803550255983,20732.438186376967,20732.438186376967,7813.779017048459,7813.779017048459,7813.779017048459,1458.3054393357145,1458.3054393357145,1458.3054393357145,6355.473577712744,6355.473577712744,6355.473577712744,0.0,0.0,0.0,28546.217203425425
2013-06-29,20741.398300306548,28956.1065279589,31935.44364905003,20741.398300306548,20741.398300306548,9657.509428532074,9657.509428532074,9657.509428532074,3206.8993420830793,3206.8993420830793,3206.8993420830793,6450.610086448994,6450.610086448994,6450.610086448994,0.0,0.0,0.0,30398.90772883862
2013-06-30,20750.35841423613,30724.434525527613,33754.06836088682,20750.35841423613,20750.35841423613,11492.28481090825,11492.28481090825,11492.28481090825,4943.097724837428,4943.097724837428,4943.097724837428,6549.187086070822,6549.187086070822,6549.187086070822,0.0,0.0,0.0,32242.643225144377
2013-07-01,20759.31852816571,20462.133925734022,23427.531448634792,20759.31852816571,20759.31852816571,1219.3898087795203,1219.3898087795203,1219.3898087795203,-5431.229212139447,-5431.229212139447,-5431.229212139447,6650.619020918966,6650.619020918966,6650.619020918966,0.0,0.0,0.0,21978.70833694523
2013-07-02,20768.27864209529,24116.593173633533,27097.240684777917,20768.27864209529,20768.27864209529,4759.333151283212,4759.333151283212,4759.333151283212,-1994.8450708557941,-1994.8450708557941,-1994.8450708557941,6754.178222139007,6754.178222139007,6754.178222139007,0.0,0.0,0.0,25527.611793378503
2013-07-03,20777.238756024868,24223.769870351094,27095.818971064884,20777.238756024868,20777.238756024868,4931.281886558958,4931.281886558958,4931.281886558958,-1927.7129660394328,-1927.7129660394328,-1927.7129660394328,6858.99485259839,6858.99485259839,6858.99485259839,0.0,0.0,0.0,25708.520642583826
2013-07-04,20786.198869954445,25890.50365446667,28990.345339481217,20786.198869954445,20786.198869954445,6709.5449587506455,6709.5449587506455,6709.5449587506455,-254.51525719532918,-254.51525719532918,-254.51525719532918,6964.060215945974,6964.060215945974,6964.060215945974,0.0,0.0,0.0,27495.74382870509
2013-07-05,20795.158983884026,27921.03265243654,30831.80238991225,20795.158983884026,20795.158983884026,8526.539096714396,8526.539096714396,8526.539096714396,1458.3054393194632,1458.3054393194632,1458.3054393194632,7068.233657394933,7068.233657394933,7068.233657394933,0.0,0.0,0.0,29321.69808059842
2013-07-06,20804.119097813607,29775.66094373795,32554.646959155987,20804.119097813607,20804.119097813607,10377.152538308392,10377.152538308392,10377.152538308392,3206.8993420821857,3206.8993420821857,3206.8993420821857,7170.253196226206,7170.253196226206,7170.253196226206,0.0,0.0,0.0,31181.271636122
2013-07-07,20813.07921174319,31543.99375327703,34623.74788177649,20813.07921174319,20813.07921174319,12211.847656789836,12211.847656789836,12211.847656789836,4943.09772483453,4943.09772483453,4943.09772483453,7268.749931955305,7268.749931955305,7268.749931955305,0.0,0.0,0.0,33024.926868533024
2013-07-08,20822.039325672766,21269.40110492132,24100.408407506595,20822.039325672766,20822.039325672766,1931.0369480013574,1931.0369480013574,1931.0369480013574,-5431.229212141064,-5431.229212141064,-5431.229212141064,7362.266160142421,7362.266160142421,7362.266160142421,0.0,0.0,0.0,22753.076273674124
2013-07-09,20830.999439602347,24749.90913037494,27742.67416642292,20830.999439602347,20830.999439602347,5454.43195204145,5454.43195204145,5454.43195204145,-1994.8450708750427,-1994.8450708750427,-1994.8450708750427,7449.2770229164935,7449.2770229164935,7449.2770229164935,0.0,0.0,0.0,26285.431391643797
2013-07-10,20839.959553531928,25041.7794330266,27995.237170793906,20839.959553531928,20839.959553531928,5600.502440596035,5600.502440596035,5600.502440596035,-1927.7129660520545,-1927.7129660520545,-1927.7129660520545,7528.21540664809,7528.21540664809,7528.21540664809,0.0,0.0,0.0,26440.461994127963
2013-07-11,20848.919667461505,26650.83265429594,29651.852072029014,20848.919667461505,20848.919667461505,7342.984431074842,7342.984431074842,7342.984431074842,-254.51525719924743,-254.51525719924743,-254.51525719924743,7597.499688274089,7597.499688274089,7597.499688274089,0.0,0.0,0.0,28191.904098536346
2013-07-12,20857.879781391086,28457.77883486037,31373.47158859088,20857.879781391086,20857.879781391086,9113.869265415009,9113.869265415009,9113.869265415009,1458.3054393105265,1458.3054393105265,1458.3054393105265,7655.563826104482,7655.563826104482,7655.563826104482,0.0,0.0,0.0,29971.749046806093
2013-07-13,20866.839895320663,30410.52605627385,33293.240773318284,20866.839895320663,20866.839895320663,10907.788536089793,10907.788536089793,10907.788536089793,3206.899342092713,3206.899342092713,3206.899342092713,7700.88919399708,7700.88919399708,7700.88919399708,0.0,0.0,0.0,31774.628431410456
2013-07-14,20875.800009250244,32085.374081212383,35042.053873825236,20875.800009250244,20875.800009250244,12675.135197809046,12675.135197809046,12675.135197809046,4943.097724831631,4943.097724831631,4943.097724831631,7732.037472977415,7732.037472977415,7732.037472977415,0.0,0.0,0.0,33550.93520705929
2013-07-15,20884.760123179825,21761.275246996094,24730.922595431846,20884.760123179825,20884.760123179825,2316.454632715099,2316.454632715099,2316.454632715099,-5431.229212136318,-5431.229212136318,-5431.229212136318,7747.683844851417,7747.683844851417,7747.683844851417,0.0,0.0,0.0,23201.214755894925
2013-07-16,20893.720237109406,25181.5871562758,28146.178171466145,20893.720237109406,20893.720237109406,5751.804610014277,5751.804610014277,5751.804610014277,-1994.8450708667401,-1994.8450708667401,-1994.8450708667401,7746.649680881018,7746.649680881018,7746.649680881018,0.0,0.0,0.0,26645.524847123685
2013-07-17,20902.680351038984,25175.306730550627,28222.54320398936,20902.680351038984,20902.680351038984,5800.220921511438,5800.220921511438,5800.220921511438,-1927.7129660476542,-1927.7129660476542,-1927.7129660476542,7727.933887559093,7727.933887559093,7727.933887559093,0.0,0.0,0.0,26702.90127255042
2013-07-18,20911.640464968565,26843.502486617803,29893.825901501204,20911.640464968565,20911.640464968565,7436.22680551451,7436.22680551451,7436.22680551451,-254.5152572031656,-254.5152572031656,-254.5152572031656,7690.742062717675,7690.742062717675,7690.742062717675,0.0,0.0,0.0,28347.867270483075
2013-07-19,20920.600578898146,28602.793615320676,31388.887314072155,20920.600578898146,20920.600578898146,9092.818069207397,9092.818069207397,9092.818069207397,1458.305439331609,1458.305439331609,1458.305439331609,7634.51262987579,7634.51262987579,7634.51262987579,0.0,0.0,0.0,30013.418648105544
2013-07-20,20929.560692827723,30157.48043115931,33200.557702665734,20929.560692827723,20929.560692827723,10765.838499507261,10765.838499507261,10765.838499507261,3206.8993420757006,3206.8993420757006,3206.8993420757006,7558.93915743156,7558.93915743156,7558.93915743156,0.0,0.0,0.0,31695.399192334982
2013-07-21,20938.520806757304,31811.27594097266,34761.896340401356,20938.520806757304,20938.520806757304,12407.085856709096,12407.085856709096,12407.085856709096,4943.097724834636,4943.097724834636,4943.097724834636,7463.988131874459,7463.988131874459,7463.988131874459,0.0,0.0,0.0,33345.6066634664
2013-07-22,20947.48092068688,21232.97641458301,24208.797601383834,20947.48092068688,20947.48092068688,1918.6823276641035,1918.6823276641035,1918.6823276641035,-5431.2292121393175,-5431.2292121393175,-5431.2292121393175,7349.911539803421,7349.911539803421,7349.911539803421,0.0,0.0,0.0,22866.163248350986
2013-07-23,20956.441034616462,24663.842390504575,27594.089410270204,20956.441034616462,20956.441034616462,5222.408649718759,5222.408649718759,5222.408649718759,-1994.8450708665016,-1994.8450708665016,-1994.8450708665016,7217.25372058526,7217.25372058526,7217.25372058526,0.0,0.0,0.0,26178.849684335222
2013-07-24,20965.401148546043,24645.073504917218,27590.90196640423,20965.401148546043,20965.401148546043,5139.139111687744,5139.139111687744,5139.139111687744,-1927.7129660564017,-1927.7129660564017,-1927.7129660564017,7066.852077744146,7066.852077744146,7066.852077744146,0.0,0.0,0.0,26104.540260233785
2013-07-25,20974.361262475624,26166.24424578832,28983.068398900454,20974.361262475624,20974.361262475624,6645.31612251419,6645.31612251419,6645.31612251419,-254.5152572070838,-254.5152572070838,-254.5152572070838,6899.831379721275,6899.831379721275,6899.831379721275,0.0,0.0,0.0,27619.677384989816
2013-07-26,20983.3213764052,27622.514418041766,30595.108638874226,20983.3213764052,20983.3213764052,8175.896975348362,8175.896975348362,8175.896975348362,1458.305439338063,1458.305439338063,1458.305439338063,6717.591536010299,6717.591536010299,6717.591536010299,0.0,0.0,0.0,29159.218351753563
2013-07-27,20992.281490334783,29240.91082185356,32119.5187938334,20992.281490334783,20992.281490334783,9728.688241013953,9728.688241013953,9728.688241013953,3206.8993420862266,3206.8993420862266,3206.8993420862266,6521.788898927726,6521.788898927726,6521.788898927726,0.0,0.0,0.0,30720.969731348734
2013-07-28,21001.24160426436,30886.871517062787,33690.15425732868,21001.24160426436,21001.24160426436,11257.409034882483,11257.409034882483,11257.409034882483,4943.097724831738,4943.097724831738,4943.097724831738,6314.311310050745,6314.311310050745,6314.311310050745,0.0,0.0,0.0,32258.650639146843
2013-07-29,21010.20171819394,20159.860133511378,23183.65091466336,21010.20171819394,21010.20171819394,666.0180669083034,666.0180669083034,666.0180669083034,-5431.22921214232,-5431.22921214232,-5431.22921214232,6097.247279050623,6097.247279050623,6097.247279050623,0.0,0.0,0.0,21676.219785102243
2013-07-30,21019.161832123522,23519.468657679583,26375.32025868226,21019.161832123522,21019.161832123522,3878.0047756893177,3878.0047756893177,3878.0047756893177,-1994.8450708662633,-1994.8450708662633,-1994.8450708662633,5872.849846555581,5872.849846555581,5872.849846555581,0.0,0.0,0.0,24897.16660781284
2013-07-31,21028.1219460531,23203.92421624373,26173.30459895774,21028.1219460531,21028.1219460531,3715.7828709741975,3715.7828709741975,3715.7828709741975,-1927.712966042729,-1927.712966042729,-1927.712966042729,5643.495837016926,5643.495837016926,5643.495837016926,0.0,0.0,0.0,24743.904817027298
2013-08-01,21037.08205998268,24727.57079477314,27611.1866004222,21037.08205998268,21037.08205998268,5157.126090555666,5157.126090555666,5157.126090555666,-254.5152571943818,-254.5152571943818,-254.5152571943818,5411.641347750048,5411.641347750048,5411.641347750048,0.0,0.0,0.0,26194.208150538347
2013-08-02,21046.04217391226,26228.223727717523,29053.767872348755,21046.04217391226,21046.04217391226,6638.079881359199,6638.079881359199,6638.079881359199,1458.3054393291263,1458.3054393291263,1458.3054393291263,5179.774442030073,5179.774442030073,5179.774442030073,0.0,0.0,0.0,27684.12205527146
2013-08-03,21055.002287841842,27797.732254811606,30662.870600608894,21055.002287841842,21055.002287841842,8157.265455542216,8157.265455542216,8157.265455542216,3206.8993420853335,3206.8993420853335,3206.8993420853335,4950.366113456884,4950.366113456884,4950.366113456884,0.0,0.0,0.0,29212.267743384058
2013-08-04,21063.96240177142,29325.110117416247,32131.396329566673,21063.96240177142,21063.96240177142,9668.918387174028,9668.918387174028,9668.918387174028,4943.097724823269,4943.097724823269,4943.097724823269,4725.820662350759,4725.820662350759,4725.820662350759,0.0,0.0,0.0,30732.880788945447
2013-08-05,21072.922515701,18617.04884376617,21524.17941982782,21072.922515701,21072.922515701,-922.8025421613837,-922.8025421613837,-922.8025421613837,-5431.229212127059,-5431.229212127059,-5431.229212127059,4508.4266699656755,4508.4266699656755,4508.4266699656755,0.0,0.0,0.0,20150.11997353962
2013-08-06,21081.882629630578,21965.798686819475,24937.80651635742,21081.882629630578,21081.882629630578,2305.464699955508,2305.464699955508,2305.464699955508,-1994.8450708717362,-1994.8450708717362,-1994.8450708717362,4300.309770827244,4300.309770827244,4300.309770827244,0.0,0.0,0.0,23387.347329586086
2013-08-07,21090.84274356016,21765.80720787177,24748.588985357506,21090.84274356016,21090.84274356016,2175.675440269421,2175.675440269421,2175.675440269421,-1927.7129660514768,-1927.7129660514768,-1927.7129660514768,4103.388406320897,4103.388406320897,4103.388406320897,0.0,0.0,0.0,23266.51818382958
2013-08-08,21099.802857489736,23417.92752384192,26257.50018048313,21099.802857489736,21099.802857489736,3664.8184362350044,3664.8184362350044,3664.8184362350044,-254.51525719829996,-254.51525719829996,-254.51525719829996,3919.3336934333047,3919.3336934333047,3919.3336934333047,0.0,0.0,0.0,24764.62129372474
2013-08-09,21108.762971419317,24722.143751773885,27785.623421125394,21108.762971419317,21108.762971419317,5207.8399012196705,5207.8399012196705,5207.8399012196705,1458.3054393201896,1458.3054393201896,1458.3054393201896,3749.5344618994804,3749.5344618994804,3749.5344618994804,0.0,0.0,0.0,26316.60287263899
2013-08-10,21117.723085348898,26390.133889705234,29441.73174743486,21117.723085348898,21117.723085348898,6801.967744471818,6801.967744471818,6801.967744471818,3206.8993420844404,3206.8993420844404,3206.8993420844404,3595.068402387379,3595.068402387379,3595.068402387379,0.0,0.0,0.0,27919.690829820716
2013-08-11,21126.68319927848,28067.37360700471,30946.421127045607,21126.68319927848,21126.68319927848,8399.777854935764,8399.777854935764,8399.777854935764,4943.097724837414,4943.097724837414,4943.097724837414,3456.6801300983498,3456.6801300983498,3456.6801300983498,0.0,0.0,0.0,29526.461054214244
2013-08-12,21135.64331320806,17590.16340909914,20436.300716613616,21135.64331320806,21135.64331320806,-2096.4624066457163,-2096.4624066457163,-2096.4624066457163,-5431.22921213006,-5431.22921213006,-5431.22921213006,3334.7668054843434,3334.7668054843434,3334.7668054843434,0.0,0.0,0.0,19039.180906562346
2013-08-13,21144.603427137637,20968.029886097338,23813.659890438048,21144.603427137637,21144.603427137637,1234.5266997340705,1234.5266997340705,1234.5266997340705,-1994.8450708634346,-1994.8450708634346,-1994.8450708634346,3229.371770597505,3229.371770597505,3229.371770597505,0.0,0.0,0.0,22379.130126871707
2013-08-14,21153.56354106722,20852.729016335747,23780.027500258173,21153.56354106722,21153.56354106722,1212.473494468921,1212.473494468921,1212.473494468921,-1927.7129660470769,-1927.7129660470769,-1927.7129660470769,3140.1864605159976,3140.1864605159976,3140.1864605159976,0.0,0.0,0.0,22366.03703553614
2013-08-15,21162.523654996796,22575.600779893106,25482.908156075584,21162.523654996796,21162.523654996796,2812.04538222725,2812.04538222725,2812.04538222725,-254.5152571865926,-254.5152571865926,-254.5152571865926,3066.560639413842,3066.560639413842,3066.560639413842,0.0,0.0,0.0,23974.569037224046
2013-08-16,21171.483768926377,24132.26188082869,27079.56950210063,21171.483768926377,21171.483768926377,4465.826235094246,4465.826235094246,4465.826235094246,1458.305439318948,1458.305439318948,1458.305439318948,3007.5207957752978,3007.5207957752978,3007.5207957752978,0.0,0.0,0.0,25637.310004020623
2013-08-17,21180.443882855958,25857.906028303914,28780.963397082192,21180.443882855958,21180.443882855958,6168.695658813983,6168.695658813983,6168.695658813983,3206.8993420788465,3206.8993420788465,3206.8993420788465,2961.7963167351363,2961.7963167351363,2961.7963167351363,0.0,0.0,0.0,27349.13954166994
2013-08-18,21189.403996785535,27649.00596494538,30455.946528561923,21189.403996785535,21189.403996785535,7870.950578315953,7870.950578315953,7870.950578315953,4943.0977248289455,4943.0977248289455,4943.0977248289455,2927.8528534870084,2927.8528534870084,2927.8528534870084,0.0,0.0,0.0,29060.35457510149
2013-08-19,21198.364110715116,17178.897572958493,20099.320755511297,21198.364110715116,21198.364110715116,-2527.2971181909024,-2527.2971181909024,-2527.2971181909024,-5431.22921213306,-5431.22921213306,-5431.22921213306,2903.932093942158,2903.932093942158,2903.932093942158,0.0,0.0,0.0,18671.066992524215
2013-08-20,21207.324224644697,20567.047378432446,23647.200220682695,21207.324224644697,21207.324224644697,893.2519101025694,893.2519101025694,893.2519101025694,-1994.8450708551318,-1994.8450708551318,-1994.8450708551318,2888.0969809577014,2888.0969809577014,2888.0969809577014,0.0,0.0,0.0,22100.576134747265
2013-08-21,21216.284338574274,20647.294826169298,23704.00944098377,21216.284338574274,21216.284338574274,950.5682936243443,950.5682936243443,950.5682936243443,-1927.7129660426772,-1927.7129660426772,-1927.7129660426772,2878.2812596670215,2878.2812596670215,2878.2812596670215,0.0,0.0,0.0,22166.852632198617
2013-08-22,21225.24445250385,22375.53413816397,25400.738624522382,21225.24445250385,21225.24445250385,2617.8268531632225,2617.8268531632225,2617.8268531632225,-254.51525721977276,-254.51525721977276,-254.51525721977276,2872.3421103829955,2872.3421103829955,2872.3421103829955,0.0,0.0,0.0,23843.071305667076
2013-08-23,21244.310734389597,24187.184362558408,27080.501436528404,21244.310734389597,21244.310734389597,4326.419967481665,4326.419967481665,4326.419967481665,1458.305439325021,1458.305439325021,1458.305439325021,2868.1145281566437,2868.1145281566437,2868.1145281566437,0.0,0.0,0.0,25570.73070187126
2013-08-24,21263.37701627534,25887.24846942609,28924.451881299083,21263.37701627534,21263.37701627534,6070.36539159581,6070.36539159581,6070.36539159581,3206.8993420893753,3206.8993420893753,3206.8993420893753,2863.4660495064336,2863.4660495064336,2863.4660495064336,0.0,0.0,0.0,27333.74240787115
2013-08-25,21282.443298161084,27516.482709960364,30475.474373224628,21282.443298161084,21282.443298161084,7799.448128121685,7799.448128121685,7799.448128121685,4943.097724826047,4943.097724826047,4943.097724826047,2856.350403295638,2856.350403295638,2856.350403295638,0.0,0.0,0.0,29081.891426282767
2013-08-26,21301.509580046826,17286.17059198987,20168.768802709168,21301.509580046826,21301.509580046826,-2586.3705346873635,-2586.3705346873635,-2586.3705346873635,-5431.229212137445,-5431.229212137445,-5431.229212137445,2844.8586774500814,2844.8586774500814,2844.8586774500814,0.0,0.0,0.0,18715.13904535946
2013-08-27,21320.57586193257,20638.547591872295,23558.571879918873,21320.57586193257,21320.57586193257,832.4215755212244,832.4215755212244,832.4215755212244,-1994.8450708606053,-1994.8450708606053,-1994.8450708606053,2827.2666463818296,2827.2666463818296,2827.2666463818296,0.0,0.0,0.0,22152.997437453796
2013-08-28,21339.642143818317,20762.556912289332,23728.358027838836,21339.642143818317,21339.642143818317,874.36402862494,874.36402862494,874.36402862494,-1927.7129660421517,-1927.7129660421517,-1927.7129660421517,2802.0769946670916,2802.0769946670916,2802.0769946670916,0.0,0.0,0.0,22214.006172443256
2013-08-29,21358.708425704062,22318.02411218178,25251.830350870445,21358.708425704062,21358.708425704062,2513.540041634332,2513.540041634332,2513.540041634332,-254.5152572080654,-254.5152572080654,-254.5152572080654,2768.0552988423974,2768.0552988423974,2768.0552988423974,0.0,0.0,0.0,23872.248467338395
2013-08-30,21377.774707589804,23994.69307454372,27035.41020196788,21377.774707589804,21377.774707589804,4182.564227426718,4182.564227426718,4182.564227426718,1458.3054393310945,1458.3054393310945,1458.3054393310945,2724.2587880956244,2724.2587880956244,2724.2587880956244,0.0,0.0,0.0,25560.338935016523
2013-08-31,21396.84098947555,25814.916712246264,28770.506132152244,21396.84098947555,21396.84098947555,5876.956434356619,5876.956434356619,5876.956434356619,3206.8993420999022,3206.8993420999022,3206.8993420999022,2670.0570922567167,2670.0570922567167,2670.0570922567167,0.0,0.0,0.0,27273.79742383217
2013-09-01,21415.907271361295,27531.09208403604,30452.662261248755,21415.907271361295,21415.907271361295,7548.242121847463,7548.242121847463,7548.242121847463,4943.097724823148,4943.097724823148,4943.097724823148,2605.144397024314,2605.144397024314,2605.144397024314,0.0,0.0,0.0,28964.149393208758
2013-09-02,21434.973553247037,17153.19577571806,20107.603385036175,21434.973553247037,21434.973553247037,-2901.686555847277,-2901.686555847277,-2901.686555847277,-5431.2292121299315,-5431.2292121299315,-5431.2292121299315,2529.542656282655,2529.542656282655,2529.542656282655,0.0,0.0,0.0,18533.28699739976
2013-09-03,21454.039835132782,20382.525042115336,23389.36309405728,21454.039835132782,21454.039835132782,448.7506827305218,448.7506827305218,448.7506827305218,-1994.8450708603664,-1994.8450708603664,-1994.8450708603664,2443.5957535908883,2443.5957535908883,2443.5957535908883,0.0,0.0,0.0,21902.790517863305
2013-09-04,21473.106117018528,20426.857207592075,23345.484894412224,21473.106117018528,21473.106117018528,420.241786793264,420.241786793264,420.241786793264,-1927.7129660508986,-1927.7129660508986,-1927.7129660508986,2347.9547528441626,2347.9547528441626,2347.9547528441626,0.0,0.0,0.0,21893.34790381179
2013-09-05,21492.17239890427,22020.00645499391,25046.19876188206,21492.17239890427,21492.17239890427,1989.039367788526,1989.039367788526,1989.039367788526,-254.51525721198357,-254.51525721198357,-254.51525721198357,2243.5546250005095,2243.5546250005095,2243.5546250005095,0.0,0.0,0.0,23481.211766692795
2013-09-06,21511.238680790015,23635.810781847205,26641.242127640024,21511.238680790015,21511.238680790015,3589.8885160390955,3589.8885160390955,3589.8885160390955,1458.3054393221576,1458.3054393221576,1458.3054393221576,2131.5830767169377,2131.5830767169377,2131.5830767169377,0.0,0.0,0.0,25101.12719682911
2013-09-07,21530.30496267576,25262.99357772333,28110.338405429047,21530.30496267576,21530.30496267576,5220.341673145946,5220.341673145946,5220.341673145946,3206.899342094311,3206.899342094311,3206.899342094311,2013.4423310516352,2013.4423310516352,2013.4423310516352,0.0,0.0,0.0,26750.646635821708
2013-09-08,21549.371244561502,26935.99178421869,29818.91687565007,21549.371244561502,21549.371244561502,6833.802638439833,6833.802638439833,6833.802638439833,4943.0977248431955,4943.0977248431955,4943.0977248431955,1890.7049135966363,1890.7049135966363,1890.7049135966363,0.0,0.0,0.0,28383.173883001335
2013-09-09,21568.437526447247,16498.214571464443,19455.186417460027,21568.437526447247,21568.437526447247,-3666.1645384945127,-3666.1645384945127,-3666.1645384945127,-5431.229212134316,-5431.229212134316,-5431.229212134316,1765.0646736398041,1765.0646736398041,1765.0646736398041,0.0,0.0,0.0,17902.272987952736
2013-09-10,21587.50380833299,19840.399322645066,22867.625000186083,21587.50380833299,21587.50380833299,-356.56065690733243,-356.56065690733243,-356.56065690733243,-1994.8450708601279,-1994.8450708601279,-1994.8450708601279,1638.2844139527956,1638.2844139527956,1638.2844139527956,0.0,0.0,0.0,21230.943151425658
2013-09-11,21606.570090218735,19759.491169964844,22656.789594420505,21606.570090218735,21606.570090218735,-415.5713559519869,-415.5713559519869,-415.5713559519869,-1927.7129660596463,-1927.7129660596463,-1927.7129660596463,1512.1416101076593,1512.1416101076593,1512.1416101076593,0.0,0.0,0.0,21190.99873426675
2013-09-12,21625.63637210448,21237.67314370544,24271.402278004975,21625.63637210448,21625.63637210448,1133.858510254116,1133.858510254116,1133.858510254116,-254.51525719928156,-254.51525719928156,-254.51525719928156,1388.3737674533975,1388.3737674533975,1388.3737674533975,0.0,0.0,0.0,22759.494882358595
2013-09-13,21644.702653990225,22809.65251752993,25858.51400855802,21644.702653990225,21644.702653990225,2726.930427937989,2726.930427937989,2726.930427937989,1458.305439335926,1458.305439335926,1458.305439335926,1268.624988602063,1268.624988602063,1268.624988602063,0.0,0.0,0.0,24371.633081928216
2013-09-14,21663.768935875967,24599.35454755996,27434.94258797965,21663.768935875967,21663.768935875967,4361.294647367875,4361.294647367875,4361.294647367875,3206.8993420934175,3206.8993420934175,3206.8993420934175,1154.3953052744578,1154.3953052744578,1154.3953052744578,0.0,0.0,0.0,26025.063583243842
2013-09-15,21682.83521776171,26085.97036247812,29196.31304768173,21682.83521776171,21682.83521776171,5990.091990431299,5990.091990431299,5990.091990431299,4943.097724840298,4943.097724840298,4943.097724840298,1046.9942655910004,1046.9942655910004,1046.9942655910004,0.0,0.0,0.0,27672.927208193007
2013-09-16,21701.901499647454,15750.789577058074,18632.14283925305,21701.901499647454,21701.901499647454,-4483.729049530839,-4483.729049530839,-4483.729049530839,-5431.229212137317,-5431.229212137317,-5431.229212137317,947.500162606478,947.500162606478,947.500162606478,0.0,0.0,0.0,17218.172450116617
2013-09-17,21720.9677815332,19029.575391154784,22078.045872609564,21720.9677815332,21720.9677815332,-1138.1189264469006,-1138.1189264469006,-1138.1189264469006,-1994.8450708518255,-1994.8450708518255,-1994.8450708518255,856.726144404925,856.726144404925,856.726144404925,0.0,0.0,0.0,20582.8488550863
